thermal_demand_MW,electricity_price_Euro_Per_MWh,co2_price,gas_price_Euro_Per_MWh,biomass_Euro_Per_MWh
1.5723051,17.33,68.71,32.69,20
1.5198291,6.92,68.71,32.69,20
1.5145988,4.71,68.68,33.065,20
1.50044688,4.12,68.68,33.065,20
1.49620128,2.67,68.68,33.065,20
1.49909658,2.92,68.68,33.065,20
1.48678116,5.72,68.68,33.065,20
1.5526071,19.99,68.68,33.065,20
1.61984273,28.69,68.68,33.065,20
1.59833776,29.68,68.68,33.065,20
1.59327041,18.56,68.68,33.065,20
1.58633183,3.13,68.68,33.065,20
1.59522126,0.86,68.68,33.065,20
1.69415258,0.3,68.68,33.065,20
1.62870113,-0.18,68.68,33.065,20
1.59691439,-0.59,68.68,33.065,20
1.5875538,-0.03,68.68,33.065,20
1.57006936,1.93,68.68,33.065,20
1.59533005,13.06,68.68,33.065,20
1.63265898,23.27,68.68,33.065,20
1.75475941,24.82,68.68,33.065,20
1.63983705,23.49,68.68,33.065,20
1.56441193,19.98,68.68,33.065,20
1.54397548,17.45,68.68,33.065,20
1.51581224,10.99,68.68,33.065,20
1.52365544,15.36,68.68,33.065,20
1.49059698,11.75,68.68,33.065,20
1.47286468,13.14,68.68,33.065,20
1.45466652,17.55,68.68,33.065,20
1.41742028,19.58,68.68,33.065,20
1.44541276,6.56,68.68,33.065,20
1.46269848,5.59,68.68,33.065,20
1.5038152,5.5,68.68,33.065,20
1.61954009,3.48,68.68,33.065,20
1.5677105,0.32,68.68,33.065,20
1.61235135,-0.04,68.68,33.065,20
1.65287375,-0.02,68.68,33.065,20
1.75533945,-0.03,68.68,33.065,20
1.57739334,-0.12,68.68,33.065,20
1.58568317,-2.18,68.68,33.065,20
1.62365558,-2.71,68.68,33.065,20
1.62033915,-0.6,68.68,33.065,20
1.58868701,0.01,68.68,33.065,20
1.57931795,1.94,68.68,33.065,20
1.68617263,0.44,68.68,33.065,20
1.59816896,6.69,68.68,33.065,20
1.62372445,9.4,68.68,33.065,20
1.5607661,17.57,68.68,33.065,20
1.57106236,6.77,68.68,33.065,20
1.58865341,-0.02,68.68,33.065,20
1.58349716,-0.1,68.68,33.065,20
1.57939065,-0.8,68.68,33.065,20
1.55090582,-0.48,68.68,33.065,20
1.54114053,-0.88,68.68,33.065,20
1.52632019,-1.76,68.68,33.065,20
1.48316751,-0.81,68.68,33.065,20
1.53073502,-0.59,68.68,33.065,20
1.60066258,-0.61,68.68,33.065,20
1.57437193,-6.47,68.68,33.065,20
1.64637699,-9.98,68.68,33.065,20
1.67079272,-12.04,68.68,33.065,20
1.68895297,-13.49,68.68,33.065,20
1.51402313,-15.02,68.68,33.065,20
1.51930182,-19.9,68.68,33.065,20
1.50343918,-12.2,68.68,33.065,20
1.5052816,-6.16,68.68,33.065,20
1.47788561,-2.49,68.68,33.065,20
1.5358183,-1.16,68.68,33.065,20
1.71520749,-0.53,68.68,33.065,20
1.58779976,20.12,68.68,33.065,20
1.60982489,20.35,68.68,33.065,20
1.5965643,17.48,68.68,33.065,20
1.57089584,13.89,68.68,33.065,20
1.52581839,12.35,68.68,33.065,20
1.5105126,13.07,70,32.285,20
1.49313191,13.31,70,32.285,20
1.47953341,15.63,70,32.285,20
1.44139145,17.21,70,32.285,20
1.47106186,28.1,70,32.285,20
1.5576873,24.54,70,32.285,20
1.61207611,28.14,70,32.285,20
1.6844749,30.29,70,32.285,20
1.62811308,30.61,70,32.285,20
1.60954686,30.56,70,32.285,20
1.6144619,30.19,70,32.285,20
1.67939214,30.36,70,32.285,20
1.52245335,28.74,70,32.285,20
1.56192583,28.85,70,32.285,20
1.5877234,29.98,70,32.285,20
1.61085561,29.98,70,32.285,20
1.59143018,30.15,70,32.285,20
1.58635655,30.74,70,32.285,20
1.71344833,31.46,70,32.285,20
1.61664414,31.17,70,32.285,20
1.57454032,30.17,70,32.285,20
1.5580657,29.03,70,32.285,20
1.53429357,27.99,70,32.285,20
1.50823619,27.46,70,32.285,20
1.49153053,26.69,66.87,31.335,20
1.46566062,26.06,66.87,31.335,20
1.4868728,25.65,66.87,31.335,20
1.46062337,25.58,66.87,31.335,20
1.48998663,27.27,66.87,31.335,20
1.5153119,30.52,66.87,31.335,20
1.55949501,32.25,66.87,31.335,20
1.63910869,33.81,66.87,31.335,20
1.57779109,33.65,66.87,31.335,20
1.52589348,31.42,66.87,31.335,20
1.54964576,30.44,66.87,31.335,20
1.67519974,28.83,66.87,31.335,20
1.60422902,25.27,66.87,31.335,20
1.57153165,26.68,66.87,31.335,20
1.55442101,29.72,66.87,31.335,20
1.58629676,32.29,66.87,31.335,20
1.53115684,42.28,66.87,31.335,20
1.54959078,46.53,66.87,31.335,20
1.6890552,49.81,66.87,31.335,20
1.58029899,50.26,66.87,31.335,20
1.60699574,45.14,66.87,31.335,20
1.5945648,31.54,66.87,31.335,20
1.58421233,30.1,66.87,31.335,20
1.54743909,28.96,66.87,31.335,20
1.53255181,28.18,67.42,30.785,20
1.5185809,27.22,67.42,30.785,20
1.49501794,26.29,67.42,30.785,20
1.48665056,25.71,67.42,30.785,20
1.49810669,27.04,67.42,30.785,20
1.48358707,30.27,67.42,30.785,20
1.51598427,29.12,67.42,30.785,20
1.55397136,29.66,67.42,30.785,20
1.50758047,28.89,67.42,30.785,20
1.52872108,27.93,67.42,30.785,20
1.51708325,26.62,67.42,30.785,20
1.55850632,25.3,67.42,30.785,20
1.51793027,24.96,67.42,30.785,20
1.50316366,24.31,67.42,30.785,20
1.51184362,22.13,67.42,30.785,20
1.52916372,31.85,67.42,30.785,20
1.52555917,35.3,67.42,30.785,20
1.54837873,35.91,67.42,30.785,20
1.69656718,39.75,67.42,30.785,20
1.59760588,47.33,67.42,30.785,20
1.612874,46.08,67.42,30.785,20
1.6108975,25.39,67.42,30.785,20
1.60945573,18.73,67.42,30.785,20
1.60332896,19.75,67.42,30.785,20
1.56612697,16.88,66.72,31.11,20
1.53704534,15.87,66.72,31.11,20
1.51209199,17.23,66.72,31.11,20
1.47949252,18.32,66.72,31.11,20
1.5286883,22.68,66.72,31.11,20
1.55766114,33.12,66.72,31.11,20
1.61783851,39.59,66.72,31.11,20
1.67617251,39.88,66.72,31.11,20
1.61213684,37.91,66.72,31.11,20
1.61182228,37.07,66.72,31.11,20
1.62236548,34.8,66.72,31.11,20
1.69790146,33.44,66.72,31.11,20
1.54517873,31.8,66.72,31.11,20
1.51170657,31.2,66.72,31.11,20
1.48316129,32.54,66.72,31.11,20
1.48699646,34.9,66.72,31.11,20
1.46190875,38.48,66.72,31.11,20
1.48763444,39.93,66.72,31.11,20
1.65027777,44.91,66.72,31.11,20
1.51548408,55.43,66.72,31.11,20
1.48989097,52.36,66.72,31.11,20
1.49131967,44.68,66.72,31.11,20
1.45029896,39.22,66.72,31.11,20
1.44364889,39.06,66.72,31.11,20
1.41649567,35.77,67.06,31.72,20
1.40642409,33.9,67.06,31.72,20
1.40209163,31.83,67.06,31.72,20
1.41001811,31.7,67.06,31.72,20
1.41454643,35.13,67.06,31.72,20
1.46282621,41.03,67.06,31.72,20
1.50117582,42.23,67.06,31.72,20
1.57375618,43.09,67.06,31.72,20
1.55356826,41.58,67.06,31.72,20
1.53532048,40.39,67.06,31.72,20
1.52389862,38.68,67.06,31.72,20
1.58853171,37.22,67.06,31.72,20
1.48282832,36.19,67.06,31.72,20
1.48514614,35.84,67.06,31.72,20
1.49400895,35.77,67.06,31.72,20
1.49060939,36.9,67.06,31.72,20
1.50167379,37.51,67.06,31.72,20
1.51561758,39.54,67.06,31.72,20
1.66790399,40.52,67.06,31.72,20
1.58616494,39.35,67.06,31.72,20
1.55383818,38.72,67.06,31.72,20
1.42131733,30.25,67.06,31.72,20
1.37279643,26.48,67.06,31.72,20
1.39116128,20.73,67.06,31.72,20
1.35779268,13.33,67.06,31.72,20
1.32712048,9.16,67.06,31.72,20
1.34628269,8,67.06,31.72,20
1.38566471,6.17,67.06,31.72,20
1.39132419,11.85,67.06,31.72,20
1.34284754,19.54,67.06,31.72,20
1.41711548,24.89,67.06,31.72,20
1.58297395,25.83,67.06,31.72,20
1.56760339,20.97,67.06,31.72,20
1.60043478,5.16,67.06,31.72,20
1.5956562,0.04,67.06,31.72,20
1.62387661,-0.01,67.06,31.72,20
1.53086748,-0.87,67.06,31.72,20
1.48218055,-0.81,67.06,31.72,20
1.50595866,-0.06,67.06,31.72,20
1.47877077,1.52,67.06,31.72,20
1.41465024,6.32,67.06,31.72,20
1.40048647,22.44,67.06,31.72,20
1.62473501,26.27,67.06,31.72,20
1.54950408,21.74,67.06,31.72,20
1.52852291,17.66,67.06,31.72,20
1.5002131,11.15,67.06,31.72,20
1.47402929,8.31,67.06,31.72,20
1.42254331,23.69,67.06,31.72,20
1.39679803,20.93,67.06,31.72,20
1.38207658,19.01,67.06,31.72,20
1.37422422,13.97,67.06,31.72,20
1.37856396,11.38,67.06,31.72,20
1.39849059,10.01,67.06,31.72,20
1.48678423,16.67,67.06,31.72,20
1.52049953,14.28,67.06,31.72,20
1.52900103,0.29,67.06,31.72,20
1.49826927,-2.29,67.06,31.72,20
1.54095243,-3.02,67.06,31.72,20
1.54063018,-3.4,67.06,31.72,20
1.63492174,-4.22,67.06,31.72,20
1.54209252,-5.16,67.06,31.72,20
1.5479624,-6.41,67.06,31.72,20
1.52435599,-5.36,67.06,31.72,20
1.49182325,-2.08,67.06,31.72,20
1.48165797,1.87,67.06,31.72,20
1.47265342,21.75,67.06,31.72,20
1.63521763,21.58,67.06,31.72,20
1.52187147,30.09,67.06,31.72,20
1.54479508,16.57,67.06,31.72,20
1.52408244,7.09,67.06,31.72,20
1.45687927,4.92,67.06,31.72,20
1.40710718,13.16,67.06,31.72,20
1.42507316,13.63,66.63,31.37,20
1.41465779,13.44,66.63,31.37,20
1.40110331,13.78,66.63,31.37,20
1.40973619,17.06,66.63,31.37,20
1.39682171,19.01,66.63,31.37,20
1.41686326,25.37,66.63,31.37,20
1.46465717,27.1,66.63,31.37,20
1.54105633,27.58,66.63,31.37,20
1.50946888,27.11,66.63,31.37,20
1.52981871,26.4,66.63,31.37,20
1.52246303,20.03,66.63,31.37,20
1.59179252,15.87,66.63,31.37,20
1.55134083,10,66.63,31.37,20
1.51646538,18.39,66.63,31.37,20
1.49586226,20.82,66.63,31.37,20
1.49122996,27.02,66.63,31.37,20
1.47065317,28.89,66.63,31.37,20
1.50059144,29.9,66.63,31.37,20
1.64605398,58.75,66.63,31.37,20
1.5032144,62.12,66.63,31.37,20
1.46436967,47.3,66.63,31.37,20
1.44056251,37.55,66.63,31.37,20
1.42883173,33.87,66.63,31.37,20
1.41973822,30.64,66.63,31.37,20
1.40761726,24.48,66.16,32.795,20
1.41522102,24.38,66.16,32.795,20
1.41871316,24.52,66.16,32.795,20
1.4183225,24.78,66.16,32.795,20
1.42348955,25.58,66.16,32.795,20
1.44485947,27.25,66.16,32.795,20
1.45797798,36.37,66.16,32.795,20
1.53574985,27.96,66.16,32.795,20
1.53618497,27.97,66.16,32.795,20
1.51882473,25.19,66.16,32.795,20
1.52311872,21.26,66.16,32.795,20
1.58546861,15.84,66.16,32.795,20
1.50371758,13.59,66.16,32.795,20
1.46743148,16.69,66.16,32.795,20
1.4662915,19.11,66.16,32.795,20
1.46630764,23.82,66.16,32.795,20
1.47832089,25.54,66.16,32.795,20
1.4616898,34.26,66.16,32.795,20
1.5706417,37.47,66.16,32.795,20
1.47692397,42.73,66.16,32.795,20
1.4685101,40.4,66.16,32.795,20
1.4572605,38.83,66.16,32.795,20
1.38153434,33.9,66.16,32.795,20
1.37065821,31.37,66.16,32.795,20
1.37956942,28.96,66.66,31.895,20
1.35806798,29.1,66.66,31.895,20
1.34426453,19.99,66.66,31.895,20
1.36230839,19.43,66.66,31.895,20
1.32686365,19.06,66.66,31.895,20
1.33332778,20.62,66.66,31.895,20
1.37388841,22.98,66.66,31.895,20
1.45190082,23.59,66.66,31.895,20
1.50505302,22.91,66.66,31.895,20
1.52983828,20.51,66.66,31.895,20
1.50929098,18.61,66.66,31.895,20
1.55933235,19.32,66.66,31.895,20
1.45178037,17.8,66.66,31.895,20
1.43052697,10.54,66.66,31.895,20
1.46839541,6.87,66.66,31.895,20
1.50313608,8.72,66.66,31.895,20
1.54248239,11.63,66.66,31.895,20
1.44668468,12.44,66.66,31.895,20
1.6014423,28.86,66.66,31.895,20
1.5707346,33.98,66.66,31.895,20
1.57120978,33.5,66.66,31.895,20
1.53503149,28.88,66.66,31.895,20
1.53093922,11.68,66.66,31.895,20
1.48893993,5.49,66.66,31.895,20
1.48889751,5.03,64.96,32.675,20
1.4859098,4.91,64.96,32.675,20
1.49112607,4.61,64.96,32.675,20
1.50131411,4.85,64.96,32.675,20
1.47677217,8.68,64.96,32.675,20
1.45892945,11.16,64.96,32.675,20
1.45890243,18.61,64.96,32.675,20
1.49456438,19.53,64.96,32.675,20
1.45447513,20.56,64.96,32.675,20
1.50178595,20.42,64.96,32.675,20
1.50770328,19.01,64.96,32.675,20
1.56834172,18.43,64.96,32.675,20
1.54450562,17.96,64.96,32.675,20
1.49994414,17.52,64.96,32.675,20
1.54121657,17.1,64.96,32.675,20
1.60517895,18.51,64.96,32.675,20
1.58389961,19.4,64.96,32.675,20
1.58014664,20.56,64.96,32.675,20
1.73582271,21.47,64.96,32.675,20
1.64954359,20,64.96,32.675,20
1.65482872,19.08,64.96,32.675,20
1.58029195,15.8,64.96,32.675,20
1.53092437,10.6,64.96,32.675,20
1.4536135,10.15,64.96,32.675,20
1.50763156,9.85,64.73,32.17,20
1.5040435,9.01,64.73,32.17,20
1.49253506,5,64.73,32.17,20
1.50629185,5.03,64.73,32.17,20
1.38183879,12.85,64.73,32.17,20
1.32943392,19.09,64.73,32.17,20
1.38255801,30.4,64.73,32.17,20
1.5141733,33.67,64.73,32.17,20
1.53887639,21.55,64.73,32.17,20
1.54718726,20.3,64.73,32.17,20
1.52409507,19.73,64.73,32.17,20
1.59667348,20.3,64.73,32.17,20
1.51665569,20.73,64.73,32.17,20
1.48139418,20.97,64.73,32.17,20
1.47530187,20.57,64.73,32.17,20
1.48844094,20.67,64.73,32.17,20
1.52048928,21.7,64.73,32.17,20
1.60045118,33.76,64.73,32.17,20
1.76374957,38.85,64.73,32.17,20
1.63686296,48.41,64.73,32.17,20
1.58516813,37.01,64.73,32.17,20
1.50226348,25.74,64.73,32.17,20
1.47853726,16.78,64.73,32.17,20
1.52592355,12.98,64.73,32.17,20
1.54087628,12.81,64.73,32.17,20
1.52155248,13.46,64.73,32.17,20
1.5265041,13.76,64.73,32.17,20
1.54527757,15.12,64.73,32.17,20
1.55846658,16.96,64.73,32.17,20
1.58925057,19.44,64.73,32.17,20
1.60558374,20.79,64.73,32.17,20
1.66418785,23.08,64.73,32.17,20
1.64814296,23.42,64.73,32.17,20
1.64722315,15.9,64.73,32.17,20
1.617231,3.77,64.73,32.17,20
1.69292288,1.37,64.73,32.17,20
1.59842744,0.02,64.73,32.17,20
1.57888693,0.44,64.73,32.17,20
1.51948245,4.6,64.73,32.17,20
1.53624546,18.01,64.73,32.17,20
1.55244222,25.7,64.73,32.17,20
1.55306962,34.22,64.73,32.17,20
1.66927162,38.16,64.73,32.17,20
1.55242798,41.8,64.73,32.17,20
1.54913125,37.22,64.73,32.17,20
1.55033143,32.69,64.73,32.17,20
1.51950356,29.95,64.73,32.17,20
1.50474993,28.04,64.73,32.17,20
1.52835135,26.27,64.73,32.17,20
1.53934309,24.79,64.73,32.17,20
1.52814275,20.08,64.73,32.17,20
1.51707764,19.27,64.73,32.17,20
1.55603392,20.3,64.73,32.17,20
1.46166143,21.39,64.73,32.17,20
1.49328992,22.65,64.73,32.17,20
1.56537366,23.55,64.73,32.17,20
1.57833644,18.57,64.73,32.17,20
1.60645994,2.84,64.73,32.17,20
1.58550544,0.62,64.73,32.17,20
1.65550905,0.02,64.73,32.17,20
1.57978163,-0.06,64.73,32.17,20
1.57529287,2.03,64.73,32.17,20
1.53792384,3.91,64.73,32.17,20
1.55202898,18.68,64.73,32.17,20
1.51463454,23.12,64.73,32.17,20
1.51371814,32.08,64.73,32.17,20
1.62314716,36.1,64.73,32.17,20
1.48463335,36.86,64.73,32.17,20
1.48300465,38.22,64.73,32.17,20
1.46147522,34.96,64.73,32.17,20
1.46887613,20.82,64.73,32.17,20
1.4713349,20.05,64.73,32.17,20
1.52707036,19.78,64.37,31.84,20
1.67519395,19.55,64.37,31.84,20
1.48591656,19.79,64.37,31.84,20
1.48158054,20.17,64.37,31.84,20
1.49296744,21.71,64.37,31.84,20
1.53057694,23.67,64.37,31.84,20
1.55721478,24.46,64.37,31.84,20
1.61344233,26.38,64.37,31.84,20
1.55734226,28.65,64.37,31.84,20
1.55256702,31,64.37,31.84,20
1.56954094,26.71,64.37,31.84,20
1.65267651,24.28,64.37,31.84,20
1.57879992,23.36,64.37,31.84,20
1.58093969,19.41,64.37,31.84,20
1.5914729,20.38,64.37,31.84,20
1.57152227,22.82,64.37,31.84,20
1.54523785,31,64.37,31.84,20
1.57489598,34.35,64.37,31.84,20
1.70900591,36.86,64.37,31.84,20
1.56113875,43.59,64.37,31.84,20
1.55965538,44,64.37,31.84,20
1.57008282,37.29,64.37,31.84,20
1.52703577,20.48,64.37,31.84,20
1.55752245,19.08,64.37,31.84,20
1.50902879,18.2,63.67,31.62,20
1.48700963,18.15,63.67,31.62,20
1.48228393,17.85,63.67,31.62,20
1.50734239,17.55,63.67,31.62,20
1.49147542,19.74,63.67,31.62,20
1.50037691,21.9,63.67,31.62,20
1.53888012,23.93,63.67,31.62,20
1.59856164,24.51,63.67,31.62,20
1.55412269,24.12,63.67,31.62,20
1.57377192,23.35,63.67,31.62,20
1.57033665,22.54,63.67,31.62,20
1.63902967,21.59,63.67,31.62,20
1.53983465,21.14,63.67,31.62,20
1.54417147,21.29,63.67,31.62,20
1.5427709,21.84,63.67,31.62,20
1.54975302,22.9,63.67,31.62,20
1.57472993,32.96,63.67,31.62,20
1.58334564,33.48,63.67,31.62,20
1.69823125,36.4,63.67,31.62,20
1.5854014,39.32,63.67,31.62,20
1.58756396,36.64,63.67,31.62,20
1.5990659,35.61,63.67,31.62,20
1.6155294,33.01,63.67,31.62,20
1.60409469,30.2,63.67,31.62,20
1.56588657,26.12,66.71,32.62,20
1.53566377,25.76,66.71,32.62,20
1.53513459,25.53,66.71,32.62,20
1.51943943,25,66.71,32.62,20
1.54786772,23.79,66.71,32.62,20
1.57432725,25.55,66.71,32.62,20
1.57118635,26.72,66.71,32.62,20
1.57569444,29.7,66.71,32.62,20
1.52517224,26.56,66.71,32.62,20
1.55533832,24.81,66.71,32.62,20
1.54510249,21.19,66.71,32.62,20
1.60465091,15.51,66.71,32.62,20
1.52532504,12.03,66.71,32.62,20
1.52116125,11.2,66.71,32.62,20
1.52199787,15.29,66.71,32.62,20
1.51262823,19.45,66.71,32.62,20
1.50114374,24.78,66.71,32.62,20
1.52831028,25.68,66.71,32.62,20
1.6889333,25.92,66.71,32.62,20
1.55882713,24.99,66.71,32.62,20
1.53333912,24.19,66.71,32.62,20
1.54936597,23.62,66.71,32.62,20
1.56226547,22.21,66.71,32.62,20
1.54363203,21.91,66.71,32.62,20
1.53211589,21.54,66.33,31.78,20
1.53141292,21.24,66.33,31.78,20
1.52668804,21.08,66.33,31.78,20
1.51262601,21.15,66.33,31.78,20
1.50879155,21.04,66.33,31.78,20
1.53080562,22.3,66.33,31.78,20
1.55619986,24.06,66.33,31.78,20
1.62767401,24.79,66.33,31.78,20
1.61789295,25.15,66.33,31.78,20
1.61719302,25.13,66.33,31.78,20
1.63811857,24.34,66.33,31.78,20
1.71662991,23.73,66.33,31.78,20
1.59837213,17.94,66.33,31.78,20
1.55261063,17.22,66.33,31.78,20
1.50282296,22.25,66.33,31.78,20
1.48386889,23.51,66.33,31.78,20
1.51326754,23.99,66.33,31.78,20
1.55591398,24.48,66.33,31.78,20
1.67349181,42.13,66.33,31.78,20
1.53972222,24,66.33,31.78,20
1.54007631,23.32,66.33,31.78,20
1.54879024,23.62,66.33,31.78,20
1.55327264,21.67,66.33,31.78,20
1.55004689,20.55,66.33,31.78,20
1.55005666,19.92,67.17,32.475,20
1.55305048,19.08,67.17,32.475,20
1.53831074,18.92,67.17,32.475,20
1.52906236,18.8,67.17,32.475,20
1.5711483,18.92,67.17,32.475,20
1.69437236,19.17,67.17,32.475,20
1.61531534,20.07,67.17,32.475,20
1.69419709,20.85,67.17,32.475,20
1.58442591,20.8,67.17,32.475,20
1.58283194,20.22,67.17,32.475,20
1.57713934,19.08,67.17,32.475,20
1.64443988,18.56,67.17,32.475,20
1.5698084,18.77,67.17,32.475,20
1.52121482,18.84,67.17,32.475,20
1.43747884,19.23,67.17,32.475,20
1.536608,19.29,67.17,32.475,20
1.65573874,31.05,67.17,32.475,20
1.54691282,32.46,67.17,32.475,20
1.64587075,34.58,67.17,32.475,20
1.52029745,21.06,67.17,32.475,20
1.53321387,20.58,67.17,32.475,20
1.56529417,20.3,67.17,32.475,20
1.57856257,18.94,67.17,32.475,20
1.55534502,19.2,67.17,32.475,20
1.54378235,18.99,67.17,32.475,20
1.51345095,19.08,67.17,32.475,20
1.5011662,19.39,67.17,32.475,20
1.50453791,19.63,67.17,32.475,20
1.5012629,19.79,67.17,32.475,20
1.48830462,20.46,67.17,32.475,20
1.52516924,20.97,67.17,32.475,20
1.58759812,21.88,67.17,32.475,20
1.56105285,22.48,67.17,32.475,20
1.57310104,21.99,67.17,32.475,20
1.56129438,21.55,67.17,32.475,20
1.616473,20.99,67.17,32.475,20
1.51486649,17.37,67.17,32.475,20
1.52472637,17.49,67.17,32.475,20
1.56434471,20.24,67.17,32.475,20
1.55142443,20.63,67.17,32.475,20
1.55829352,20.98,67.17,32.475,20
1.58288487,21.79,67.17,32.475,20
1.7090259,37.45,67.17,32.475,20
1.567971,22.23,67.17,32.475,20
1.56083795,21.77,67.17,32.475,20
1.53703854,21.63,67.17,32.475,20
1.54529155,20.16,67.17,32.475,20
1.52570745,21.75,67.17,32.475,20
1.51094506,21.32,67.17,32.475,20
1.5054929,20.76,67.17,32.475,20
1.50647492,19.6,67.17,32.475,20
1.49912248,18.98,67.17,32.475,20
1.4891067,19.9,67.17,32.475,20
1.51569731,20.97,67.17,32.475,20
1.50593372,21.68,67.17,32.475,20
1.56258218,22.14,67.17,32.475,20
1.52365707,4.99,67.17,32.475,20
1.52372985,0,67.17,32.475,20
1.52880942,-2.43,67.17,32.475,20
1.63059421,-15.04,67.17,32.475,20
1.54548831,-29.8,67.17,32.475,20
1.50366945,-48.69,67.17,32.475,20
1.52850864,-33.53,67.17,32.475,20
1.52745805,-13.28,67.17,32.475,20
1.53684688,-0.26,67.17,32.475,20
1.5547501,4.97,67.17,32.475,20
1.71791334,5.83,67.17,32.475,20
1.62023294,4.97,67.17,32.475,20
1.60937666,4.91,67.17,32.475,20
1.61024666,2.68,67.17,32.475,20
1.59813373,-0.1,67.17,32.475,20
1.58230893,-0.59,67.17,32.475,20
1.53857287,-0.92,66.55,33.875,20
1.51953463,-1.27,66.55,33.875,20
1.52910242,-1.57,66.55,33.875,20
1.52734562,-1.27,66.55,33.875,20
1.52199775,-0.81,66.55,33.875,20
1.54403188,-0.01,66.55,33.875,20
1.54944861,1.28,66.55,33.875,20
1.61496137,0.42,66.55,33.875,20
1.5580507,0.54,66.55,33.875,20
1.56894052,-0.05,66.55,33.875,20
1.57688256,-0.16,66.55,33.875,20
1.62604631,-0.19,66.55,33.875,20
1.52222426,-1.7,66.55,33.875,20
1.47782758,-0.98,66.55,33.875,20
1.45386394,-0.07,66.55,33.875,20
1.47620979,4.96,66.55,33.875,20
1.49175256,15.04,66.55,33.875,20
1.53893771,16.61,66.55,33.875,20
1.62912348,36.52,66.55,33.875,20
1.52822641,42.19,66.55,33.875,20
1.50949327,31.52,66.55,33.875,20
1.5422633,25.23,66.55,33.875,20
1.48173082,16.69,66.55,33.875,20
1.73806531,5.46,66.55,33.875,20
1.49765953,4.92,67.85,34.361,20
1.48693441,4.92,67.85,34.361,20
1.48831507,4.94,67.85,34.361,20
1.48005631,4.98,67.85,34.361,20
1.48871309,14.03,67.85,34.361,20
1.50972891,26.15,67.85,34.361,20
1.55254176,36.81,67.85,34.361,20
1.59568256,35.57,67.85,34.361,20
1.55503353,30.68,67.85,34.361,20
1.52638153,22.84,67.85,34.361,20
1.49002598,7.84,67.85,34.361,20
1.57342234,1.09,67.85,34.361,20
1.45456047,0.01,67.85,34.361,20
1.46064986,0.85,67.85,34.361,20
1.44312267,12.93,67.85,34.361,20
1.47070697,20.08,67.85,34.361,20
1.52670875,23,67.85,34.361,20
1.51007658,34.63,67.85,34.361,20
1.65696833,39.86,67.85,34.361,20
1.5496775,46.99,67.85,34.361,20
1.53508931,39.13,67.85,34.361,20
1.55198186,17.81,67.85,34.361,20
1.51252928,9.99,67.85,34.361,20
1.6286497,12.36,67.85,34.361,20
1.56520606,8,68.07,35.87,20
1.48386497,4.98,68.07,35.87,20
1.45178691,4.98,68.07,35.87,20
1.39979051,4.94,68.07,35.87,20
1.34792192,4.95,68.07,35.87,20
1.41780134,11.58,68.07,35.87,20
1.48780669,15.49,68.07,35.87,20
1.55383682,16.96,68.07,35.87,20
1.49939688,13.75,68.07,35.87,20
1.50367661,10.15,68.07,35.87,20
1.50283274,5.51,68.07,35.87,20
1.55349627,13.17,68.07,35.87,20
1.46398876,9.65,68.07,35.87,20
1.50519926,4.96,68.07,35.87,20
1.49061807,4.94,68.07,35.87,20
1.48056633,4.91,68.07,35.87,20
1.48328679,4.91,68.07,35.87,20
1.51239005,4.99,68.07,35.87,20
1.64617028,10.94,68.07,35.87,20
1.54952095,11.4,68.07,35.87,20
1.54870683,10.98,68.07,35.87,20
1.52662453,3.88,68.07,35.87,20
1.48224774,-0.01,68.07,35.87,20
1.39748145,1.09,68.07,35.87,20
1.43129868,0,69.76,36.97,20
1.46323319,-0.01,69.76,36.97,20
1.45379282,-0.01,69.76,36.97,20
1.44458894,0,69.76,36.97,20
1.42432347,2.34,69.76,36.97,20
1.49324759,17.06,69.76,36.97,20
1.54336323,22.61,69.76,36.97,20
1.61043891,26.98,69.76,36.97,20
1.53662033,25.2,69.76,36.97,20
1.5175773,21.45,69.76,36.97,20
1.50820324,16.93,69.76,36.97,20
1.62629479,5.07,69.76,36.97,20
1.5741493,4.99,69.76,36.97,20
1.58142239,5.19,69.76,36.97,20
1.61160506,8.04,69.76,36.97,20
1.63549,15.1,69.76,36.97,20
1.62871545,24.84,69.76,36.97,20
1.66421825,27.13,69.76,36.97,20
1.87586721,28.83,69.76,36.97,20
1.79174893,31.97,69.76,36.97,20
1.78786056,25.69,69.76,36.97,20
1.75767932,24.84,69.76,36.97,20
1.72095172,21.92,69.76,36.97,20
1.74516621,18.77,69.76,36.97,20
1.72897758,16.9,67.02,36.65,20
1.73511843,16.04,67.02,36.65,20
1.78594003,14.21,67.02,36.65,20
1.85865746,16.04,67.02,36.65,20
1.71991738,19.03,67.02,36.65,20
1.68150036,23.88,67.02,36.65,20
1.73782909,29.59,67.02,36.65,20
1.75116946,32.4,67.02,36.65,20
1.67583262,32.21,67.02,36.65,20
1.67337224,30.4,67.02,36.65,20
1.653776,28.16,67.02,36.65,20
1.72082338,23.04,67.02,36.65,20
1.62629588,21.75,67.02,36.65,20
1.60682933,20.46,67.02,36.65,20
1.5800876,22.14,67.02,36.65,20
1.63944088,26.56,67.02,36.65,20
1.67326823,23.36,67.02,36.65,20
1.67051083,23.53,67.02,36.65,20
1.84780649,23.64,67.02,36.65,20
1.79921524,23.02,67.02,36.65,20
1.77869076,22.09,67.02,36.65,20
1.71855151,19.96,67.02,36.65,20
1.6591898,13.76,67.02,36.65,20
